Language Code,Language Name,Sphere,ID,YouTubeURL,,,,transcript,Q1,Q2,Q3,Q4,CallToAction,
ENG,English,FAM,FAM-44,https://youtu.be/0TiaDtlOGa0,,,,"Number 44: Children Should Care for Elderly Parents.
This comes from Mark 7:9-13. Then he said (this is Jesus speaking to the religious leaders of his day) You skillfully sidestep God's law in order to hold onto your own tradition. For instance, Moses gave you this law from God: Honor, your father and mother, and Anyone who speaks disrespectfully of father and mother must be put to death.' But you say it is alright for people to say to the parents, 'Sorry, I can't help you, for I vowed to give to God what I would have given to you.' In this way, you let them disregard their needy parents. And so you cancel the word of God in order to hand down your own tradition…
What is more important, your tradition, your culture, your personal convictions, or aligning yourself with the word of God? See, to honor your parents, the fifth commandment of the 10 commandments, did not merely mean to respect them or pay attention to them. It meant to care for them and to provide for them, especially as they advanced in years and were no longer able to care for themselves. If your aged parents were financially destitute and could not provide for themselves and had to live in the streets or in some inappropriate housing situation, it was a responsibility to the children to provide for them. To not do so would be shameful; it is the opposite of honoring to have, it would be dishonoring the parents to allow them who had provided for you in the early years of your life to now be destitute because you're not providing for them.
So what was going on? The religious leaders in Jesus' day were teaching that if you give to a religious cause like to supporting the Levites or the priests or the furnishings of the Temple or anything like that, well, then you were exempt from this obligation. You didn't have to provide your aging parents. They pushed the idea that the church or the temple or the religious institution that they were involved with trumped the family, was more important and made it sound really spiritually. If you do this, you know, giving to support us, oh, I mean giving to God, then you don't have to do this other stuff. That is really not spiritual. It is disobedient. Jesus exposes this for what it is. Disregard for God and disobedience to his word. Taking care of needy parents in the season of life where they have increasing healthcare issues is really important. Our cultures do this in different ways. Consider the word of God. What do you have to change in order to honor your father and mother?",In what ways do you need to embrace caring for aging paretns more as a blessing than burden?,How could children in society today practically care for their elderly parents? ,,,What are you inspired to achieve after today's session?,
ENG,English,FAM,FAM-45,https://youtu.be/8YYmbJ-QSU8,,,,"Number 45: Parents Care for their Children's Health.
Luke 8:41-42. So this is where life begins for us. And will you read this story: Then a man named Jaruis, a leader of the local synagogue, came and fell at Jesus' feet, pleading with him to come home with him. His only daughter, who was about 12 years old was dying…
As we said earlier, healthcare is an area of shared responsibility. It always begins with family. At later times in life, religion and government and economics all participate. And that's biblical. There was a good basis for that, but it begins with family. The life, health, and wellbeing of every individual is a shared responsibility. Parents are the first ones who carry this. Since they're the life-givers, they're the life-protectors. They're the ones who watch over the health of their children. And so we must always make sure that parents' rights in the care of their children is always protected. This is not just something you have to do. Notice this passage. It says that Jairus was pleading with Jesus. He was desperate. He loved his daughter. This is a point of passion, of deep emotion. And we need to honor families in this role.",Why is God pleased when parents passionately care for their children?,What are some examples in your society where parents are not able to care for their own children and how can you pray for change?,,,How will today's information guide your future decisions?,
ENG,English,FAM,FAM-46,https://youtu.be/LiQoocNSF1k,,,,"Number 46: Sickness and Family Matters.
John 9:1-3. As Jesus was walking along, he saw a man who had been blind from birth. ""Rabbi,"" His disciples asked him, ""why was this man born blind? Was it because of his own sins or his parents' sins?"" ""It was not because of his sins, or his parents' sins,"" Jesus answered. ""This happened so the power of God could be seen in him.
Sometimes when we encounter someone who is sick or has some kind of disease or infirmity or physical dysfunction, we ask, why is this person sick?
I'm going to tell you a story. I have a dear, dear friend in South Africa who got very sick. He had a digestive tract problem, and he was rushed to the hospital and they saved him miraculously, but he had to have a good part of his small intestines cut out to do that. And so it was a long time of recovery.
My wife, Christine, our kids lived very close to his dear family. So we spent the nights in the hospital with him, help babysit their kids so that his wife could be with him. We just surrounded them and supported them as much as we could for several weeks as they were in the recovery mode. During this time, several times, she would get phone calls and people would come and visit her and try to give her some wisdom from God as to why he got so sick. There was a sin in this area or something over there, or some curse, or some spiritual warfare. And one day I was at the house and someone had just called her and said  that she needed to repent: this, that, or the other so that her husband could be well. She put down the phone and was crying.
She came to me and said, ""David, I want to thank you. So many have tried to give us their wisdom. And you've been such a good friend. You have no wisdom to give us at all."" And we've laughed about that over the years, the way that came out. But you know, when someone is sick, we don't always understand the why. And it's usually not helpful to try to pin it on one thing or another. It's an opportunity for God to show up and we just need to be present. That's what you do in family. You're there with people. You hang out with them. You love them. When they're sick, you, you step in and, and you sweep the floors and you do the dishes and you cook the meals that they normally would have done because they are not able to do that. This is what we do. This is what the kingdom looks like. We don't have to have all the answers. We do need to be present and love.
Job's friends were friends the first few days when they came and just sat with him. The moment they started talking it went downhill. They tried to explain to him why he was having these problems. And it’s just like in my story of my friends in South Africa. Their wisdom did not help at all. And God says, “Don't listen to their words.” What we need is an encounter with God in the midst of moments of pain. And what we do as the broader community is come alongside in that way.
Now some health issues are family related. You know, you might have a heart disease that you have a propensity for because your father and your grandfather had it. Or you might have grown up in an alcoholic environment with an alcoholic parent and that produces certain issues in your own life, but not everything is related to family. Some diseases have spiritual origins and some are just physical. We can't always know. There's usually a blend, but no matter what, God wants to display his power and we should display his love.",How can you practically display God's heart of compassion to someone in your community that is suffering?,How can the church bring comfort to those experiencing unseen sorrow?,,,What transformative action will you undertake following today's insights?,
ENG,English,FAM,FAM-CAT-5,https://youtu.be/apoa1wk9pgk,,,,"Crossovers Introduction
Now, at the end of each of our sections of each sphere, we're going to look at some crossover passages, how this sphere relates to another sphere. And some of the passages you will look at will show positive examples of collaboration between two spheres. And some of the examples will show you negative events in which one sphere tries to dominate or control the other sphere in a way that was not beneficial, did not add to thriving and shalom. So we'll take a look at some of those right now.",,,,,,
ENG,English,FAM,FAM-47,https://youtu.be/8Z8LB-2AXvY,,,,"Number 47: Family and Economics.
I'm going to read to you some selections from Acts 5:1-10. This is the time of the early church. And there was a certain man named Ananias who, with his wife, Sapphira, sold some property. He brought part of the money to the apostles, claiming it was the full amount. With his wife's consent, he kept the rest. Then Peter said, ""Ananias, why have you let Satan fill your heart? You lied to the Holy Spirit, and you kept some of the money for yourself. The property was yours to sell or not sell, as you wished. And after selling it, that the money was also yours to give away. How could you do a thing like this? You weren't lying to us but to God!"" As soon as Ananias heard these words, he fell to the floor and died. Everyone who heard about it was terrified. Then some young men got up, wrapped him in a sheet, and took him out and buried him.
About three hours later, his wife came in, not knowing what had happened. Peter asked her, ""Was this the price you and your husband received for your land?"" ""Yes,"" she replied, ""that was the price."" And Peter said, ""How could the two of you even think of conspiring to test the Spirit of the Lord like this? The young men who buried your husband are just outside the door, and they will carry you out too.""
Instantly she fell to the floor and died. When the young men came in and saw that she was dead, they carried her out and buried her beside her husband.
Wow, this is a sober story. Economics and family. Now, to understand this story, you have to understand that just before there is another story of a man named Barnabas who sold his property and gave all of it. No one was requiring him to give it all, but he decided to that. And everyone was so encouraged. Ananias and Sapphire said, “Wow, we'd like to have maybe that same kind of respect and the acclaim that Barnabas had. So let's sell our property, but we'll keep some of it, but we'll say we gave it all.” The problem wasn't the economics. The problem was the lying about it. It was the deception.
So here we have family, economics and religion. They were trying to get religious kudos, you know, like very committed, wonderful people. But God's Spirit knew that when there's economic deception in the family, bad things happen. And so the tragedy is that they had conspired, they had agreed together to lie. It was a joint decision to deceive. So to gain this recognition, status, appreciation. So that's a warning to us. As a family let’s make sure that all of our financial dealings are done with integrity and honesty and transparency.",How can you apply this lesson of walking in financial integrity in your household? ,,,,How will the lessons from today spur you into meaningful action?,
ENG,English,FAM,FAM-48,https://youtu.be/qx654BDSmUc,,,,"Number 48: Family and Government.
This comes from 2 Chronicles 25:4. Its speaking in this passage of king Amaziah. However, he [Amaziah] did not kill the children of the assassins, (of his father) for he obeyed the command of the Lord as written by Moses in the book of the Law: ""Parents must not be put to death for the sins of their children, nor children for the sins of their parents. Those deserving to die must be put to death for their own crimes.""
So what's the background of this story? Well, Amaziah was the ninth monarch, eighth king, but there was a queen in that line. So the ninth monarch of the Southern kingdom of Judah. His father, Joash of Judah, had begun well, but as later in life had abandoned the Lord. You can see this in 2 Chronicles 24. And he led to a humiliating defeat and ultimately the assassination at the hands of Jozacar and Jehozabad.
Amaziah was crowned as a result to be king at 25 and sought to apply God's laws in the governmental role. Now the cultural custom of course, was to find the assassins, kill them and kill all of the family members. Again, just making sure that as you were taking vengeance on them, there were no survivors who could retaliate. This resulted in an ever escalating cycle of violence and retribution. But Amaziah didn't do what was the cultural standard, what was the cultural norm. He heeded the words of Deuteronomy 24:16, that parents should not be put to death for the sins of their children, nor children for the sins of the parents. Those deserving to die must be put to death for their own crimes. No one else's. So, the children were not guilty. He did something transformative. As king he could have issued the command, he had the power to do so, but he did not exercise that because he knew that even though it was normative, it was not in keeping with God's ways and character.
And so he exercised godly self-control and did not use the governmental powers he had to harm the family members of the guilty assassins. This an example of cultural transformation.",How do you determine when to take a stand on an issue versus going with the flow of culture? What principles guide you?,In what ways can the spheres of family and government come into conflict today? What biblical principles should guide leaders when they do?,,,What's one insight from today that resonated most with you?,
ENG,English,FAM,FAM-49,https://youtu.be/RVjUkbfsBpc,,,,"Number 49: Family and Religion.
We read this in Luke 11:27-28. As he was speaking, a woman in the crowd called out, ""God, bless your mother-- the womb from which you came, and the breasts that nursed you!"" Jesus replied, ""But even more blessed are all who hear the word of God and put it into practice.""
What is going on? This sounds like a very strange interchange in our 21st century ears. Well, the woman's words reflected the traditional rabbinic position that women receive God's blessing indirectly through they're seeing their menfolk - their sons, their husbands do the work of God because a woman could not serve God in her own right.
So the rabbis have taught, and I quote (this comes from The Mishnah): ""Where might the women earn merit? By making their children go to synagogue to learn the scripture and their husbands to go to the House of Study and waiting for their husbands until they return.""
In this worldview, Mary would have been in blessed above all women, because no woman had ever had a son like Jesus. And, but Jesus said, “This is not God's view. You're not blessed just because you have godly menfolk, you're blessed because of who you are.”
Jesus' response wasn't being dismissive of his mother. On the contrary, throughout his life He lovingly and respectfully addresses her as, “dear woman.” We see that in John 2:4 and 19:26. And he's concerned for her wellbeing. In fact, one of the last things he says on the cross, as he points her to John is to make sure that she's well taken care of. So there's not a problem with his mother.
But Jesus' response is addressing the fact that women are relegated to only being valuable in their role as mothers. That's a valuable role. But when that's the only thing that you have or can do, that is a limitation that God never intended. His words are a categorical rejection of a system of thought, which excludes active participation in the things of God based upon gender. Jesus will have no part in religious values that relegate, exempt, exclude, and limit a person's walk within ministry for God. In his kingdom, blessedness is not gotten through a family member's merit or ministry. Personal obedience to the word of God is the foundation of blessedness.
He doesn't ask if that is male obedience or female obedience. He said, if you hear God's word and you do it, you are blessed.
Culturally determined gender roles are not the basis of Jesus' valuing of people. Hearing and obeying the word of God is His universal standard. It's an equal playing field for all. For all who are obey his word, there's no God-given limit on their God-given destiny.",Are there any times where you have limited God by not obeying when He spoke? How could you commit to being more radical in your obeience this week? ,How did Jesus' response challenge traditional views about women's roles at the time?,,,What's one small change you can make today based on this?,
ENG,English,FAM,FAM-50,https://youtu.be/njIROZEal30,,,,"Number 50: Family and Education.
These are, this comes from Psalm 78:1-8. This is so rich. …I will teach you hidden lessons from our past -- stories we have heard and known, stories our ancestors handed down to us. We will not hide these truths from our children; we will tell the next generation about the glorious deeds of the Lord, by his power and his mighty wonders. For he issued his laws to Jacob; He gave his instructions to Israel. He commanded our ancestors to teach them to their children, so the next generation might know them --even the children not yet born --and they in turn will teach their own children. So each generation should set hope anew on God, not forgetting his glorious miracles and obeying his commands. Then they will not be like their ancestors-- stubborn, rebellious, and unfaithful, refusing to give their hearts to God.
Each generation is responsible for the next one: for the education, the training, the passing on of the stories of God, the truth of God. The family is to be the primary steward of the next generation's education.
He commanded the parents to teach God's law to their children. Let me quote, two other passages here. In Deuteronomy 4:10-13. Moses says this, Never forget the day when you stood before the Lord your God at Mount Sinai, where you told me summon the people before me and I will personally instruct them. Then they will learn to fear me as long as they live and they will teach their children to fear me also. That's the key thing.
Also in Deuteronomy 11:18 and following, Moses says this: So commit yourselves wholeheartedly to these words of mine, tie them to your hand, wear are they on your forehead as reminders, teach them to your children. Talk about them, when you're at home and when you're on the road, when you're going to bed. And when you're getting up. Write them on the doorpost of your house and on your gates so as long as the sky remains above the earth, you and your children may flourish in the land God swore to give your ancestors.
Do you see that? At home, on the road, in the architecture, on your clothing, on your physical adornments, in the morning, at night, this is supposed to be. Family and education are always supposed to be interacting and investing in that next generation.",Why do you think parents are called to be the primary stewards of education for children?,"Why is it important for education to include history, cultural stories, and spiritual foundations?",,,How will you summarize the main points to share with others?,
ENG,English,FAM,FAM-51,https://youtu.be/aaDwY-JCfoU,,,,"Number 51: Family and the sphere of Media/Communication.
Going to read from 1 Timothy 5:1-2. ""Never speak harshly to an older man, but appeal to him respectfully as you would your to own father. Talk to younger men as you would to your own brothers. Treat older women as you would your mother, and treat younger women with all purity as you would your own sisters.""
Wow. How do we treat people? We should treat them, we should speak to them the same way that we were taught to treat the closest members of our family. With love, respect, with kindness. There's no license for harshness, disrespect, or impurity. This is really important for us.
You know, there are certain things that you don't say to your mom It would just be totally inappropriate, but do you say those things on social media? Sometimes we communicate in ways that, because we don't see the person and we don't have that relational stuff, we feel like there's a license to be harsh, a license to be judgmental, a license to do things that we wouldn't say face to face in our family environment. If it's wrong to say it in your family, it's wrong to say it online.
Family is to be a training ground as to how we should communicate and the standard that we have there should be the standard for our communication. Now, if your family's standard was not great, then that needs to be redeemed too. But how should you have talked to your mom? How should you have talked to your dad? Or your brothers or your sisters? That's what we want to recover.",When have you noticed your own speech differ online versus with family? What caused this gap?,Why is it important that our speech in public/online aligns with our speech in private?,,,How will this expand your outlook or worldview?,
ENG,English,FAM,FAM-52,https://youtu.be/kDHH2ETm5DY,,,,"Number 52: Family and Celebration
Our last passage in this sphere. This is the sphere of Family and Celebration. Exodus 12:1-4. While the Israelites were still in the land of Egypt, the Lord gave the following instructions to Moses and Aaron, ...Announce to the whole community of Israel that on the 10th day of this month each family must choose a lamb or a young goat for sacrifice, one animal for each household. If a family is too small to eat a whole animal, let them share with another family in the neighborhood. Divide the animal according to the size of each family and how much they can eat.
You know, this is the greatest cultural celebration among the Jewish people. It has been practiced nearly three and a half thousand years. Three-and-a-half millennia. It's a family centric celebration, which has far reaching societal impact. As it tells and retells in visual and culinary arts, the story of God's redemption. Family is the place where the creativity of this celebration, where the is story is rehearsed and passed on to the next generation. Lord Rabbi Jonathan Sacks does one of the most famous Ted talks that has ever been posted. And he talks about the Passover feast in this way. He says, “Jews have been scattered and dispersed and exiled for 2000 years. We never lost our identity. Why? Because at least once a year on the festival of Passover, we told our story and we taught it to our children and we ate the unleavened bread of affliction and tasted the bitter herbs of slavery. So we never lost our identity. I think collectively, you've got to get back to telling our story, who we are, where we came from, what ideals by which we live. And if that happens, we'll become strong enough to welcome the stranger and say, come and share our lives, share our stories, share our aspirations and dreams.”
Celebration is a powerful way to disciple a nation. Celebration begins in the family, cultivating traditions that go from generation to generation, century to century. Millenia to Millenia, to bring God's ways, God's story, into the life of the culture.",How did the Passover celebration remind Israel of God’s redemption and shape identity across generations?,What celebrations of your family or culture had significant impact on you growing up? How so?,,,What's one way this will impact your lifestyle or routines?,
ENG,English,CEL,CEL-CAT-1,https://youtu.be/jXkg16M_ot0,Celebration #00  Intro Final,https://youtu.be/cSoKLYIxYh0,,,,,,,,
ENG,English,CEL,CEL-01,https://youtu.be/bRKLRxpdHaw,,,,,Why is it important for celebrations to reflect God’s righteousness?,"How does celebrating righteousness through art, entertainment, and sport influence our community and personal actions?",,,How will this lesson shape your personal growth?,
ENG,English,CEL,CEL-02,https://youtu.be/B34hFiBoqG8,,,,,Why should peace be one of the ultimate goals of biblical celebration?,"How can peace and reconciliation be reflected through the themes and messages of arts, entertainment, and sports?",,,How can this lesson positively impact others through you?,
ENG,English,CEL,CEL-03,https://youtu.be/aOG6ls0yheQ,,,,,How does God’s promise of joy influence our approach to celebrations?,"What actions can we undertake to spread this joy in our communities through art, entertainment and sports?",,,How will you adjust your mindset and beliefs based on this?,
ENG,English,CEL,CEL-04,https://youtu.be/9KBPWvhhCqc,,,,,Why is understanding beauty and functionality important in reflecting God's limitless creativity?,In what ways can the concept of beauty and functionality inspire artists and creators in their work to reflect God's craftsmanship?,,,What step will you take today based on your new insights?,
ENG,English,CEL,CEL-05,https://youtu.be/srzKNuEPi4A,,,,,"Why is understanding our identity as God’s masterpiece crucial for how artists, entertainers, and athletes approach their vocations?",How can individuals in the celebration sphere utilize their God-given creativity and skills to make a positive contribution to society?,,,How will you apply today's knowledge in your life?,
ENG,English,CEL,CEL-06,https://youtu.be/5O_XEUFIcBg,,,,,Why is it important for society to recognize and value inner beauty and character?,"In what ways can the celebration sphere challenge and promote a deeper understanding and appreciation of true beauty?
",,,What change are you motivated to make after today's discoveries?,
ENG,English,CEL,CEL-CAT-2,https://youtu.be/e2A1hpu9_Tc,,,,,,,,,What will be your first action after learning this?,
ENG,English,CEL,CEL-07,https://youtu.be/TNQb9qBhh0w,,,,,Why is it crucial for artists to recognize joy as an important foundation for creativity and inspiration?,"How can artists, entertainers and athletes apply the principle of ""enduring challenges with joy""?",,,How has today's information inspired you to act?,
ENG,English,CEL,CEL-08,https://youtu.be/RIwcWn7sEaY,,,,,Why is hospitality an essential element of the celebration sphere?,"How can we use art, entertainment and sports,  to create safer and more inclusive communities?",,,"In light of today's lessons, what will you do differently?",
ENG,English,CEL,CEL-09,https://youtu.be/78HnCDSUwvM,,,,,Why are sacred and restorative spaces important in society?,How can modern architecture and the arts create spaces that are restorative and bring people closer to God?,,,What move are you inspired to make following today's session?,
ENG,English,CEL,CEL-10,https://youtu.be/xxdvMsIyFsk,,,,,Why is it important for society to recognize and celebrate the gifts of anointed craftsmen in their communities?,How can this story inspire those called to the celebration sphere to recognize and use their God-given talents to serve God's purposes in society.,,,How will today's revelations influence your actions?,
ENG,English,CEL,CEL-11,https://youtu.be/VDo9BSTPgFs,,,,,"Why does celebrating together play a pivotal role in shaping community identity, values, and solidarity?","How can you replicate this sense of community and shared history through modern celebrations, arts, and sports events?",,,What commitment will you make after today's learning?,
ENG,English,CEL,CEL-12,https://youtu.be/AT8o5pIRUHI,,,,,Why do cultural and spiritual traditions play a key role in preserving identity and history of a people group or nation?,"What collaborative projects between families and those in the celebration sphere, can help inspire the next generations' identity and destiny?",,,"Based on what you learned today, what goal will you set?",
ENG,English,CEL,CEL-13,https://youtu.be/uw5T68TD0oU,,,,,Why is the act of blessing and honoring others an important aspect of the celebration sphere?,"How can you create ceremonies or celebrations that honor and bless people in your community, workplace, or family?",,,What initiative will you take as a result of today's insights?,
ENG,English,CEL,CEL-14,https://youtu.be/XO_YCuTzSUE,,,,,Why is it important to identify and celebrate role models in our communities?,What criteria should be used in selecting the heroes and role models we celebrate in society?,,,How will you transform today's knowledge into action?,
ENG,English,CEL,CEL-15,https://youtu.be/o8bUBL8D-oU,,,,,Why is promoting true love essential in celebrations and artistic expressions?,"What initiatives can encourage artists to reflect true love in their work, contributing to societal change?",,,"In response to today's learning, what changes will you implement?",
ENG,English,CEL,CEL-16,https://youtu.be/XiDZsHt6gQg,,,,,"Why is the strengthening of truth through music, art, and literature so important in shaping society?",What responsibility do artists and entertainers have in upholding and communicating truth?,,,What practical step will you take following today's sphere discovery?,
ENG,English,CEL,CEL-17,https://youtu.be/ZojD9JdApNk,,,,,"Why does art, entertainment and sports inspire and sustain hope during challenging times?",What are ways the celebration sphere can be used to reinforce a sense of hope and resilience in your community?,,,How will today's learning shape your next steps?,
ENG,English,CEL,CEL-18,https://youtu.be/cU7qYtk15Cs,,,,,Why is it important for individuals and society to address the joy and sorrow of life's various seasons?,"What role can art, entertainment, and sports play in offering support and healing for individuals during times of loss?",,,What proactive measure are you inspired to take today?,
ENG,English,CEL,CEL-19,https://youtu.be/tMV0yhRpLmc,,,,,Why does the story of the bronze serpent illustrate the celebration sphere's potential for creating good or evil in society?,"What practical ways can artist, entertainers, and athletes help ensure celebration in your community promotes redemption and positive values?",,,"After today's insights, what is your action plan?",
ENG,English,CEL,CEL-20,https://youtu.be/RxLyj1f_amE,,,,,Why is it important to cultivate discernment in how we engage with the celebration sphere and its potential for leading us to worship pleasure instead of God. ,What responsability should artists and creators have in evaluating how their art will impact society?,,,What will you start doing differently based on today's lessons?,
ENG,English,CEL,CEL-CAT-3,https://youtu.be/Aax2xzBTgiM,,,,,,,,,,
ENG,English,CEL,CEL-21,https://youtu.be/I54cQpUHzIg,,,,,Why is it important for artists in the celebration sphere to understand the role of the 5 senses in entertaining people and speaking to the heart issues of their culture.,What ways can engaging the 5 senses strengthen community bonds and foster a deeper connection with God and the created world?,,,What decision are you inspired to make following today's information?,
ENG,English,CEL,CEL-22,https://youtu.be/_ilJygiYwU8,,,,,How does taste and culinary arts shape a unique cultural identity and belonging?,What kinds of events focused on food and culinary arts could have a positive impact in your community?,,,"In light of what you've learned, what approach will you adopt?",
ENG,English,CEL,CEL-23,https://youtu.be/EEtNa38pLyA,,,,,Why is offering the best in culinary efforts a sign of honor and respect?,How does sharing meals enhance community bonds and reflect God's hospitality?,,,How will you turn today's knowledge into tangible actions?,
ENG,English,CEL,CEL-24,https://youtu.be/Vs7FyzBPieI,,,,,Why does appropriate physical touch communicate love and strengthen bonds between individuals?,"How can arts, entertainment, and sports incorporate touch in a way that fosters safe, meaningful connections?",,,What changes are you compelled to make after today's session?,
ENG,English,CEL,CEL-25,https://youtu.be/kj-7hS_8V8o,,,,,Why is touch often an important expression of love and forgiveness in relationships?,How can the arts and entertainment industry portray the power of touch in fostering love and understanding?,,,"After absorbing today's information, what will you endeavor to do?",
ENG,English,CEL,CEL-26,https://youtu.be/RBhyW87NEog,,,,,Why is smell significant in forming and recalling memories and connections?,What ways can we use scent to create more meaningful and memorable celebration and connection?,,,How will today's discoveries fuel your actions?,
ENG,English,CEL,CEL-27,https://youtu.be/Dikx5QVAugE,,,,,Why does Paul describe the knowledge of Christ as a fragrance that is perceived differently by believers and non-believers?,How could a better understanding the psychology of smell enhance public spaces and events?,,,In what way will you turn today's learning into practical steps?,
ENG,English,CEL,CEL-28,https://youtu.be/aAYcz5hfZbg,,,,,Why is music and sound an effective method for transmitting cultural stories and values?,What role can musicians and storytellers play in unifying people and societies around God's purposes? ,,,"Based on today's insights, what will you pledge to do?",
ENG,English,CEL,CEL-29,https://youtu.be/yznG1aTCHBQ,,,,,Why does the act of making joyful noise unto the Lord uplift and inspire hope a the community?,What are some examples of using sound and music to create an atmosphere of redemptive hope in our gatherings and culture?,,,How are you planning to respond to today's lessons in action?,
ENG,English,CEL,CEL-30,https://youtu.be/Lrv36Nmij6w,,,,,How do dramatic presentations and movies enhance understanding and engagement?,How have visual narratives been used throughout history to shape societal values and beliefs?,,,What is your next step after today's educational journey?,
ENG,English,CEL,CEL-31,https://youtu.be/E2wohM_b84Q,,,,,"Why does the use of visual arts create unique space for contemplation, inspiration, and revelation?",How can visual artists collaborate in society transformatoin by enriching cultural and spiritual narratives with biblical values and principles?,,,How will you activate the knowledge gained today?,
ENG,English,CEL,CEL-CAT-4,https://youtu.be/cQRRrFUMoDw,,,,,,,,,,
ENG,English,CEL,CEL-32,https://youtu.be/HpscgygxlvI,,,,,Why is the inner life of an artist important in helping to interpret and convey prophetic messages to society?,How does the spiritual depth and cultural insight of an artist influence their portrayal of truth to society?,,,"In light of today's findings, what practical change will you make?",
ENG,English,CEL,CEL-33,https://youtu.be/7SxBL414rAg,,,,,Why do dramatic arts increase the effectiveness of prophetic messages in society?,What are ways you can you use the dramatic arts to improve the impact of your communications?,,,How will you bring today's lessons to life in your actions?,
ENG,English,CEL,CEL-34,https://youtu.be/VGfHHajIFoY,,,,,"Why do the literary arts, like poetry and prose, serve as powerful method for conveying spiritual and emotional depth?",How can writers steward their gifts to faithfully reflect God's truths while resonating with human experiences?,,,What new habit will you start as a result of today's knowledge?,
ENG,English,CEL,CEL-35,https://youtu.be/FiZdv_UM58U,,,,,How does music enhance the prophetic message and its reception by the audience?,What are important messages that are needed in your community that could be better received through music?,,,"After today's revelations, what will you commit to changing?",
ENG,English,CEL,CEL-36,https://youtu.be/z0N4WqBsZdk,,,,,Why is it important for the church to embrace a collective identity as artists in the Kingdom of God?,What collaborative efforts can be made to enhance the church's artistic and prophetic impact on society?,,,What personal goal will you set based on today's learning?,
ENG,English,CEL,CEL-37,https://youtu.be/XBeboxr1W7c,,,,,How can individuals discern and support artistic endeavors that contribute to the Kingdom of God?,What initiatives can we create to encourage a culture of generosity and investment in the arts within our communities?,,,How will today's educational content inspire your future actions?,
ENG,English,CEL,CEL-38,https://youtu.be/OYXD65B1dZE,,,,,Why is corporate or collective financing important for the broader development of the arts?,What models of financial and structural support can be adopted to foster an environment where the arts thrive?,,,What will you do today to reflect the insights gained?,
ENG,English,CEL,CEL-39,https://youtu.be/zsB0K2aFfDo,,,,,Why are recurring events important in the development of our spiritual and communal life?,How can we create and sustain regular events that engage and inspire the community?,,,How do you plan to implement today's lessons in your daily life?,
ENG,English,CEL,CEL-40,https://youtu.be/NZYdHRd0JvQ,,,,,Why do unique artistic events hold significant potential for community outreach and engagement?,How can unique artistic events be used to inspire societal reflection and transformation?,,,What strategy will you develop from today's learning?,
ENG,English,CEL,CEL-CAT-5,https://youtu.be/HXKzsw4KD8k,,,,,,,,,,
ENG,English,CEL,CEL-41,https://youtu.be/UEVbU0W_3hg,,,,,Why does humor in communication facilitate a deeper understanding and engagement in the audience?,What implications does Jesus' use of humor have for artists and communicators today?,,,What direct action are you inspired to take from today's content?,
ENG,English,CEL,CEL-42,https://youtu.be/FITDPsocrug,,,,,Why does Jesus’ actions model the importance of music and scripture for us today?,How can musicians and songwriters draw inspiration from Jesus’ use of Psalms to address contemporary issues?,,,What initiative are you compelled to begin after today's session?,
ENG,English,CEL,CEL-43,https://youtu.be/q-W0RXdHswE,,,,,What does Jesus' participation in the wedding at Cana teach us about the value of engaging in community events?,How can we follow Jesus' example in using celebratory events as opportunities for ministry and to strengthen community?,,,"After today's learning, what will you pledge to improve?",
ENG,English,CEL,CEL-44,https://youtu.be/3QHsAyi-XTw,,,,,Why does celebrating events like the Last Supper foster a deeper sense of identity and unity within a comunity?,"How can artists and community leaders design events that reflect the transformative power of shared experiences, as exemplified by Jesus?",,,How will you act on the insights you've gained today?,
ENG,English,CEL,CEL-CAT-6,https://youtu.be/2m6dGamc8zs,,,,,,,,,,
ENG,English,CEL,CEL-45,https://youtu.be/Sy_-5eNLb0Y,,,,,,,,,In what way will today's knowledge prompt you to action?,
ENG,English,CEL,CEL-46,https://youtu.be/44wx0yIvbsE,,,,,,,,,What are you inspired to achieve after today's session?,
ENG,English,CEL,CEL-CAT-7,https://youtu.be/9gLWWjK9X5g,,,,,,,,,,
ENG,English,CEL,CEL-47,https://youtu.be/kpEuCHOS_ok,,,,,,,,,What transformative action will you undertake following today's insights?,
ENG,English,CEL,CEL-48,https://youtu.be/1o7iaa1kjJg,,,,,,,,,"Based on today's session, what constructive change will you initiate?",
ENG,English,CEL,CEL-49,https://youtu.be/2JQ28UqXsE0,,,,,,,,,How will the lessons from today spur you into meaningful action?,
ENG,English,CEL,CEL-50,https://youtu.be/zxOwnVMkB60,,,,,,,,,How will this lesson shape your personal growth?,
ENG,English,CEL,CEL-51,https://youtu.be/_viDWeMNdts,,,,,,,,,How can this lesson positively impact others through you?,
ENG,English,CEL,CEL-52,https://youtu.be/1trwhSKQvqI,,,,,,,,,How will you adjust your mindset and beliefs based on this?,
ENG,English,GOV,GOV-CAT-1,https://youtu.be/dp_2BQC2EMg,Government #00 Intro Final,https://youtu.be/hnXFW3Z6myU,,,,,,,,
ENG,English,GOV,GOV-01,https://youtu.be/4CT46QyAGiQ,,,,,"How does viewing God as a judge, lawgiver, and king shape our understanding of justice and authority?",What are the implications of a government that mirrors these aspects of God’s character?,,,How will you apply today's knowledge in your life?,
ENG,English,GOV,GOV-02,https://youtu.be/uj2YVy1jqec,,,,,Why are justice and mercy both aspects of God's love?,What changes in governance would occur if mercy and justice were prioritized equally?,,,What change are you motivated to make after today's discoveries?,
